"Area"	"Mean"	"Min"	"Max"	"BX"	"BY"	"Width"	"Height"	"Feret"	"FeretX"	"FeretY"	"FeretAngle"	"MinFeret"	"source"	"pbad24"	"pbad33"
1.192	255	255	255	71.545	220	1.252	1.341	1.465	1607	4950	58.736	1.243	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.598	255	255	255	55.402	220.313	1.431	1.565	1.6	1248	4960	63.435	1.416	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.638	255	255	255	42.122	220.358	1.476	1.52	1.57	955	4962	70.017	1.47	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.842	255	255	255	49.545	220.358	1.833	1.61	2.121	1112	4928	132.436	1.368	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.1	255	255	255	65.553	220.402	1.297	1.207	1.393	1471	4952	42.397	1.198	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.842	255	255	255	61.528	220.85	1.073	1.118	1.181	1379	4941	127.304	1.036	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.546	255	255	255	72.618	220.984	1.654	1.431	1.726	1629	4971	36.573	1.431	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.988	255	255	255	81.382	221.028	1.252	1.163	1.29	1824	4944	123.69	1.163	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.162	255	255	255	60.724	221.52	1.207	1.252	1.426	1360	4957	138.814	1.16	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.262	255	255	255	62.825	221.833	1.476	1.297	1.508	1405	4968	168.024	1.297	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.71	255	255	255	53.256	221.967	1.476	1.61	1.628	1203	4965	105.945	1.475	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.714	255	255	255	49.276	222.236	1.52	1.565	1.603	1103	4994	30.141	1.516	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.548	255	255	255	59.203	222.37	1.52	1.431	1.531	1324	4983	173.29	1.431	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.466	255	255	255	74.675	222.37	1.341	1.61	1.641	1678	4974	107.447	1.341	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.172	255	255	255	65.285	222.415	1.252	1.252	1.345	1469	4974	111.448	1.252	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.744	255	255	255	83.126	222.504	1.654	1.386	1.821	1859	5000	24.677	1.372	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.766	255	255	255	70.069	222.593	1.61	1.52	1.901	1567	5006	41.186	1.47	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.258	255	255	255	73.691	222.951	1.297	1.341	1.451	1654	4987	123.69	1.179	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.818	255	255	255	88	223.13	1.52	1.61	1.712	1975	5024	49.236	1.52	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.069	255	255	255	76.598	223.175	1.386	2.012	2.094	1722	4991	109.983	1.383	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.462	255	255	255	91.443	223.309	1.341	1.431	1.586	2051	5022	49.574	1.341	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.944	255	255	255	72.126	223.577	1.118	1.163	1.216	1620	5000	107.103	1.1	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.58	255	255	255	93.858	223.756	1.341	1.654	1.693	2111	5041	77.8	1.321	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.21	255	255	255	52.451	224.024	1.252	1.341	1.36	1187	5010	99.462	1.233	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.32	255	255	255	49.724	224.114	1.386	1.341	1.494	1115	5014	128.928	1.333	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.078	255	255	255	81.785	224.159	1.252	1.207	1.329	1833	5015	132.274	1.17	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.572	255	255	255	78.565	224.203	1.341	1.476	1.612	1760	5016	123.69	1.306	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.55	255	255	255	95.289	224.293	1.386	1.431	1.53	2135	5044	37.875	1.386	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.646	255	255	255	60.724	225.232	1.386	1.654	1.799	1366	5072	55.125	1.386	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.276	255	255	255	83.081	225.232	1.207	1.341	1.414	1862	5038	124.695	1.207	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.83	255	255	255	62.154	225.321	1.297	1.744	1.861	1390	5040	114.102	1.297	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.354	255	255	255	90.325	225.589	1.297	1.386	1.451	2024	5047	123.69	1.284	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.984	255	255	255	53.077	225.634	1.297	1.163	1.316	1187	5057	9.782	1.138	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.862	255	255	255	76.195	225.679	1.118	1.073	1.154	1707	5067	35.538	1.061	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.946	255	255	255	71.142	225.992	1.073	1.163	1.246	1599	5054	111.038	1.073	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.28	255	255	255	81.427	225.992	1.252	1.386	1.421	1832	5054	102.724	1.252	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.584	255	255	255	64.211	226.081	1.565	1.52	1.681	1437	5081	28.61	1.451	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.165	255	255	255	50.841	226.126	1.878	1.789	2.002	1146	5057	119.427	1.453	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.094	255	255	255	67.654	226.394	1.207	1.207	1.297	1517	5064	133.603	1.207	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.884	255	255	255	75.659	226.663	1.252	1.073	1.334	1696	5070	129.56	0.965	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.888	255	255	255	88.089	226.663	1.52	1.654	1.693	1984	5106	77.8	1.52	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.418	255	255	255	91.801	226.886	1.386	1.431	1.53	2061	5106	52.125	1.3	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.736	255	255	255	77.984	227.02	0.984	1.028	1.089	1752	5077	109.179	0.949	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.146	255	255	255	60.768	227.065	1.297	1.252	1.365	1360	5085	148.392	1.24	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.27	255	255	255	80.354	227.154	1.207	1.341	1.426	1799	5107	48.814	1.192	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.77	255	255	255	75.435	227.557	1.297	0.894	1.381	1687	5089	150.945	0.833	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.232	255	255	255	76.821	227.557	1.207	1.341	1.368	1728	5119	78.69	1.207	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.754	255	255	255	69.041	227.691	1.118	1.073	1.161	1544	5098	164.358	1.018	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.482	255	255	255	93.589	227.87	1.476	1.431	1.552	2096	5099	131.496	1.431	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.744	255	255	255	82.813	227.959	1.341	1.565	1.709	1854	5102	132.879	1.341	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.858	255	255	255	44	228.004	1.565	1.654	1.674	990	5102	124.114	1.536	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.123	255	255	255	70.65	228.093	1.878	1.654	2.04	1581	5131	26.003	1.485	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.118	255	255	255	78.565	228.272	1.207	1.297	1.329	1760	5129	42.274	1.198	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.542	255	255	255	62.78	228.317	1.207	0.894	1.237	1404	5119	12.529	0.769	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.436	255	255	255	88.537	228.496	1.341	1.476	1.513	1982	5136	34.16	1.341	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.068	255	255	255	69.577	228.541	1.073	1.297	1.42	1561	5140	61.821	1.073	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.022	255	255	255	51.512	228.63	1.207	1.163	1.369	1154	5114	128.367	1.163	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.674	255	255	255	53.346	228.675	1.028	0.939	1.082	1194	5131	29.745	0.915	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.388	255	255	255	67.028	228.675	1.297	1.431	1.575	1504	5146	55.408	1.297	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.684	255	255	255	91.354	228.809	1.476	1.61	1.649	2054	5153	77.471	1.469	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.986	255	255	255	77.402	228.943	1.118	1.207	1.266	1731	5125	137.862	1.112	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.544	255	255	255	48.606	229.167	1.386	1.431	1.552	1088	5130	138.504	1.385	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.724	255	255	255	68.728	229.167	1.028	1.028	1.121	1537	5131	156.501	0.872	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.332	255	255	255	51.289	229.703	1.386	1.297	1.489	1148	5139	138.652	1.259	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.986	255	255	255	69.756	229.703	1.341	1.163	1.368	1560	5150	11.31	1.107	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.21	255	255	255	60.724	229.748	1.252	1.297	1.397	1360	5141	140.194	1.252	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.76	255	255	255	67.028	230.195	0.984	1.073	1.106	1506	5148	104.036	0.976	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.822	255	255	255	39.484	230.329	1.118	1.073	1.221	883	5167	23.749	1.054	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.866	255	255	255	56.073	230.374	1.028	1.207	1.321	1259	5152	113.962	0.984	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.53	255	255	255	71.455	230.508	1.386	1.431	1.539	1604	5157	125.538	1.359	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.762	255	255	255	54.911	230.553	1.341	1.789	1.881	1237	5156	108.004	1.245	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.996	255	255	255	48.606	230.598	1.252	1.028	1.32	1089	5174	28.301	1.028	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.108	255	255	255	79.057	230.642	1.341	1.297	1.353	1768	5169	7.595	1.257	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.356	255	255	255	40.423	230.955	1.297	1.386	1.46	910	5166	117.35	1.275	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.192	255	255	255	57.012	231	1.431	1.297	1.544	1275	5186	22.109	1.27	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.888	255	255	255	84.423	231	1.207	1.028	1.253	1892	5187	34.824	1.028	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.618	255	255	255	94.35	231.134	1.476	1.565	1.603	2117	5202	59.859	1.471	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.133	255	255	255	50.171	231.268	1.878	1.744	2.121	1127	5208	42.436	1.454	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.826	255	255	255	57.817	231.313	1.073	1.297	1.36	1296	5200	62.592	0.84	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.051	255	255	255	42.793	231.805	1.61	1.654	1.781	965	5218	51.116	1.61	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.366	255	255	255	73.78	231.805	1.252	1.386	1.476	1656	5214	54.866	1.25	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.788	255	255	255	80.711	231.805	1.654	1.565	1.787	1808	5214	31.701	1.403	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.94	255	255	255	60.276	231.984	1.207	1.118	1.281	1350	5206	29.249	1.118	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.828	255	255	255	63.004	232.163	1.476	1.699	1.825	1415	5229	59.036	1.47	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.128	255	255	255	71.321	232.163	1.118	1.252	1.352	1597	5194	124.216	1.118	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.432	255	255	255	77.984	232.163	1.386	1.341	1.476	1749	5193	125.134	1.341	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.014	255	255	255	74.898	232.386	1.118	1.207	1.266	1680	5198	122.005	1.081	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.208	255	255	255	82.768	232.476	1.297	1.297	1.377	1856	5201	125.754	1.258	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.38	255	255	255	96.228	232.52	1.476	1.476	1.69	2156	5232	52.524	1.153	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.628	255	255	255	89.789	232.789	1.431	1.61	1.649	2021	5206	102.529	1.401	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.746	255	255	255	47.711	232.878	0.984	1.118	1.228	1071	5233	56.889	0.984	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.808	255	255	255	51.065	232.878	1.073	1.073	1.145	1147	5230	51.34	1.034	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.09	255	255	255	45.61	232.923	1.252	1.297	1.377	1022	5212	125.754	1.123	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.264	255	255	255	54.821	232.923	1.476	1.341	1.552	1230	5235	41.496	1.166	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.44	255	255	255	76.329	232.923	1.386	1.341	1.53	1709	5214	142.125	1.312	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.342	255	255	255	59.203	233.37	1.341	1.386	1.46	1330	5248	62.65	1.332	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.416	255	255	255	48.024	233.593	1.341	1.476	1.586	1075	5251	40.426	1.253	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.466	255	255	255	55.313	233.638	1.61	1.476	1.872	1240	5255	40.156	1.093	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.79	255	255	255	63.809	233.683	1.654	1.565	1.887	1430	5256	36.327	1.555	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.726	255	255	255	91.98	233.728	1.52	1.61	1.644	2066	5228	112.38	1.509	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.06	255	255	255	76.061	234.085	1.386	1.118	1.457	1701	5239	162.121	1.032	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.408	255	255	255	88.537	234.085	1.431	1.431	1.528	1989	5267	69.444	1.4	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.576	255	255	255	60.947	234.398	0.939	0.85	0.96	1368	5261	62.241	0.85	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.37	255	255	255	45.878	234.667	1.431	1.297	1.48	1026	5255	154.983	1.297	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.206	255	255	255	48.427	234.756	1.297	1.252	1.403	1085	5272	30.651	1.187	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.826	255	255	255	78.52	234.846	1.163	0.85	1.243	1758	5254	142.306	0.85	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.556	255	255	255	55.179	235.024	1.073	0.805	1.106	1234	5258	165.964	0.758	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.42	255	255	255	49.813	235.069	1.297	1.476	1.518	1126	5290	76.373	1.279	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.108	255	255	255	56.341	235.114	1.297	1.252	1.36	1267	5285	46.332	1.188	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.58	255	255	255	62.512	235.382	0.939	0.894	0.963	1405	5284	68.199	0.892	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.858	255	255	255	69.041	235.472	1.565	1.61	1.718	1552	5299	51.34	1.514	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.82	255	255	255	78.118	235.74	1.207	1.252	1.427	1753	5272	122.196	0.838	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.616	255	255	255	78.654	235.74	1.207	0.85	1.228	1759	5272	169.509	0.85	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.436	255	255	255	83.528	235.874	1.386	1.386	1.565	1868	5280	143.13	1.356	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.43	255	255	255	46.415	235.963	1.476	1.386	1.523	1040	5282	139.764	1.281	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.392	255	255	255	60.008	236.053	1.252	1.386	1.467	1344	5282	127.569	1.246	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.156	255	255	255	72.394	236.053	1.207	1.252	1.34	1627	5307	64.29	1.201	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.428	255	255	255	67.878	236.321	1.252	1.431	1.521	1525	5317	65.695	1.252	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.132	255	255	255	71.142	236.321	1.118	1.297	1.341	1592	5289	126.87	1.115	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.03	255	255	255	57.996	236.545	1.118	1.252	1.28	1307	5290	102.095	1.118	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.76	255	255	255	61.305	236.992	1.073	1.073	1.111	1371	5306	139.899	1.012	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.236	255	255	255	74.898	236.992	1.297	1.297	1.414	1679	5301	124.695	1.297	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.854	255	255	255	77.85	237.171	1.118	1.073	1.163	1747	5304	112.62	1.073	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.918	255	255	255	86.659	237.439	1.163	1.252	1.32	1941	5312	118.301	1.075	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.804	255	255	255	56.789	237.573	1.252	0.85	1.304	1272	5330	30.964	0.839	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.812	255	255	255	57.102	238.378	1.073	0.984	1.228	1278	5347	33.111	0.975	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.224	255	255	255	51.467	238.423	1.297	1.341	1.44	1151	5352	25.769	1.239	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.598	255	255	255	73.423	238.691	1.386	1.52	1.586	1649	5371	68.499	1.386	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.858	255	255	255	59.874	238.825	1.118	1.028	1.228	1339	5360	33.111	0.985	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.46	255	255	255	64.256	238.825	1.52	1.297	1.57	1438	5363	19.983	1.297	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.034	255	255	255	70.337	239.228	1.297	1.431	1.465	1579	5380	58.736	1.22	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.074	255	255	255	56.744	239.362	1.297	1.252	1.414	1272	5377	34.695	1.201	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.418	255	255	255	77.85	239.496	1.386	1.386	1.503	1750	5386	59.621	1.376	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.944	255	255	255	84.691	239.541	1.431	1.028	1.5	1896	5380	26.565	0.858	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.098	255	255	255	58.667	239.675	1.163	1.252	1.456	1312	5362	137.49	1.116	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.53	255	255	255	59.785	239.764	0.984	0.76	1.005	1339	5363	147.724	0.73	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.974	255	255	255	60.724	239.809	1.073	1.207	1.306	1359	5387	51.953	1.054	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.042	255	255	255	74.049	239.854	1.207	1.163	1.36	1656	5384	27.408	1.108	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.784	255	255	255	70.919	240.033	1.163	0.984	1.262	1586	5384	22.932	0.976	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.616	255	255	255	57.415	240.256	0.894	0.984	1.063	1289	5395	67.751	0.889	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.366	255	255	255	81.427	240.256	1.341	1.297	1.552	1824	5400	41.496	1.253	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.1	255	255	255	71.902	240.703	1.163	1.252	1.304	1616	5411	67.834	1.163	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.224	255	255	255	60.187	241.061	1.341	1.341	1.746	1346	5396	140.194	1.107	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.794	255	255	255	70.695	241.419	1.073	1.073	1.208	1581	5403	141.009	1.035	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.138	255	255	255	74.228	241.732	1.386	1.118	1.451	1664	5430	33.69	1.109	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.65	255	255	255	63.541	242.134	1.297	0.76	1.316	1421	5426	170.218	0.734	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.628	255	255	255	69.22	242.581	1.52	0.537	1.526	1548	5431	174.958	0.537	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.698	255	255	255	161.199	170.813	1.118	0.939	1.163	3606	3827	157.38	0.891	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
2.345	255	255	255	172.02	171.797	1.654	1.833	1.887	3861	3842	103.707	1.654	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
2.287	255	255	255	183.065	174.837	1.699	1.744	1.864	4101	3911	120.256	1.699	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
2.047	255	255	255	186.329	175.687	1.654	1.61	1.844	4170	3933	140.906	1.573	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
0.76	255	255	255	168.264	181.724	1.52	0.76	1.537	3763	4070	8.366	0.76	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
0.624	255	255	255	147.516	184.407	0.715	1.118	1.281	3300	4124	119.249	0.715	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
0.632	255	255	255	147.382	185.972	0.805	1.118	1.327	3298	4159	122.619	0.805	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
2.585	255	255	255	174.837	187.179	1.833	1.923	2.048	3920	4226	53.881	1.8	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
0.538	255	255	255	147.203	187.939	0.715	1.252	1.381	3292	4230	60.945	0.626	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
2.127	255	255	255	193.394	188.252	1.699	1.878	2.028	4325	4215	138.576	1.618	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
0.62	255	255	255	141.927	191.159	1.073	0.76	1.2	3174	4275	153.435	0.745	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
1.718	255	255	255	164.642	199.431	1.61	1.52	1.736	3690	4494	55.491	1.499	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
2.963	255	255	255	163.614	201.801	2.012	2.057	2.165	3664	4520	128.29	1.971	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
0.504	255	255	255	194.467	203.634	0.939	0.984	1.02	4360	4576	74.745	0.846	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
1.302	255	255	255	187.268	204.931	1.476	1.252	1.5	4188	4594	10.305	1.252	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
2.097	255	255	255	138.931	215.305	1.699	1.699	1.836	3110	4843	34.077	1.688	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
2.851	255	255	255	154.626	216.825	1.967	1.923	2.075	3469	4891	52.883	1.923	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
2.525	255	255	255	178.996	221.118	1.789	1.833	1.941	4006	4978	38.454	1.771	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
1.188	255	255	255	188.386	222.549	1.341	1.341	1.365	4216	5002	31.608	1.22	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
2.491	255	255	255	170.008	228.451	1.789	1.878	1.941	3804	5139	28.926	1.789	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
2.317	255	255	255	145.37	229.793	1.61	1.878	1.981	3259	5179	61.699	1.61	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
0.526	255	255	255	179.22	230.285	0.76	1.073	1.118	4013	5150	106.26	0.753	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
0.634	255	255	255	177.923	234.622	0.984	1.341	1.637	3979	5247	124.992	0.7	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
0.942	255	255	255	169.65	237.126	1.386	1.207	1.637	3795	5307	145.008	0.885	"deltaefpuup_eco24empty33"	"eco24"	"empty33"
0.24	255	255	255	68.683	228.72	0.537	0.492	0.698	1536	5115	140.194	0.492	"deltaefpuup_empty24earp33"	"empty24"	"earp33"
0.12	255	255	255	85.63	231.358	0.492	0.402	0.523	1915	5180	19.983	0.396	"deltaefpuup_empty24earp33"	"empty24"	"earp33"
0.126	255	255	255	52.138	233.102	0.492	0.402	0.51	1166	5218	15.255	0.38	"deltaefpuup_empty24earp33"	"empty24"	"earp33"
0.206	255	255	255	63.585	242.358	0.537	0.537	0.608	1424	5421	126.027	0.52	"deltaefpuup_empty24earp33"	"empty24"	"earp33"
0.168	255	255	255	81.337	242.671	0.581	0.447	0.597	1819	5430	167.005	0.447	"deltaefpuup_empty24earp33"	"empty24"	"earp33"
0.176	255	255	255	108.077	245.398	0.537	0.447	0.566	2417	5493	18.435	0.447	"deltaefpuup_empty24earp33"	"empty24"	"earp33"
0.136	255	255	255	94.037	259.528	0.492	0.358	0.51	2103	5805	164.745	0.358	"deltaefpuup_empty24earp33"	"empty24"	"earp33"
0.196	255	255	255	63.585	261.496	0.537	0.447	0.581	1422	5849	157.38	0.447	"deltaefpuup_empty24earp33"	"empty24"	"earp33"
0.228	255	255	255	52.585	263.061	0.537	0.581	0.608	1180	5883	107.103	0.537	"deltaefpuup_empty24earp33"	"empty24"	"earp33"
0.18	255	255	255	38.992	271.736	0.358	0.581	0.623	875	6077	111.038	0.358	"deltaefpuup_empty24earp33"	"empty24"	"earp33"
0.154	255	255	255	67.967	275.447	0.358	0.447	0.573	1520	6170	51.34	0.358	"deltaefpuup_empty24earp33"	"empty24"	"earp33"
0.222	255	255	255	79.057	276.744	0.671	0.492	0.684	1768	6195	11.31	0.492	"deltaefpuup_empty24earp33"	"empty24"	"earp33"
0.16	255	255	255	90.504	284.301	0.358	0.447	0.573	2024	6358	128.66	0.358	"deltaefpuup_empty24earp33"	"empty24"	"earp33"
0.116	255	255	255	52.988	284.39	0.268	0.492	0.523	1185	6360	109.983	0.268	"deltaefpuup_empty24earp33"	"empty24"	"earp33"
0.108	255	255	255	76.24	287.52	0.268	0.447	0.482	1707	6430	111.801	0.268	"deltaefpuup_empty24earp33"	"empty24"	"earp33"
0.16	255	255	255	81.74	287.967	0.447	0.358	0.573	1828	6440	141.34	0.358	"deltaefpuup_empty24earp33"	"empty24"	"earp33"
0.162	255	255	255	163.703	237.215	0.581	0.402	0.608	3661	5311	17.103	0.402	"deltaefpuup_empty24empty33"	"empty24"	"empty33"
0.154	255	255	255	186.911	239.362	0.537	0.402	0.581	4180	5360	22.62	0.402	"deltaefpuup_empty24empty33"	"empty24"	"empty33"
0.12	255	255	255	183.736	261.138	0.492	0.492	0.665	4109	5850	42.274	0.295	"deltaefpuup_empty24empty33"	"empty24"	"empty33"
