"Area"	"Mean"	"Min"	"Max"	"BX"	"BY"	"Width"	"Height"	"Feret"	"FeretX"	"FeretY"	"FeretAngle"	"MinFeret"	"source"	"pbad24"	"pbad33"
0.424	255	255	255	186.374	81.382	1.297	0.894	1.481	4168	1823	151.113	0.72	"deltaefpuup_dera24empty33"	"dera24"	"empty33"
0.892	255	255	255	192.813	82.947	1.252	1.073	1.255	4312	1865	4.086	1.059	"deltaefpuup_dera24empty33"	"dera24"	"empty33"
1.036	255	255	255	194.244	83.26	1.252	1.163	1.329	4344	1878	19.654	1.138	"deltaefpuup_dera24empty33"	"dera24"	"empty33"
0.498	255	255	255	144.028	84.467	1.028	1.297	1.442	3224	1889	119.745	0.575	"deltaefpuup_dera24empty33"	"dera24"	"empty33"
0.978	255	255	255	154.581	87.374	1.207	1.118	1.273	3457	1968	18.435	1.093	"deltaefpuup_dera24empty33"	"dera24"	"empty33"
0.43	255	255	255	140.272	88.537	1.565	0.492	1.571	3137	1987	175.101	0.481	"deltaefpuup_dera24empty33"	"dera24"	"empty33"
0.304	255	255	255	158.024	94.081	0.894	0.85	1.14	3534	2123	41.82	0.697	"deltaefpuup_dera24empty33"	"dera24"	"empty33"
0.356	255	255	255	179.354	97.659	0.715	1.028	1.104	4014	2184	111.371	0.632	"deltaefpuup_dera24empty33"	"dera24"	"empty33"
0.76	255	255	255	162.854	101.593	1.163	1.073	1.17	3642	2280	6.582	0.98	"deltaefpuup_dera24empty33"	"dera24"	"empty33"
2.073	255	255	255	62.691	189.146	1.699	1.61	1.844	1402	4256	22.834	1.603	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.346	255	255	255	70.606	189.37	1.744	1.341	1.811	1580	4261	20.225	1.168	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.261	255	255	255	74.407	189.459	1.61	1.744	1.809	1668	4272	50.013	1.61	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.768	255	255	255	58.935	189.817	1.52	1.52	1.642	1320	4272	29.358	1.513	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.846	255	255	255	70.829	190.175	1.476	0.939	1.603	1584	4267	22.989	0.836	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.822	255	255	255	57.236	190.488	1.52	1.61	1.642	1288	4262	119.358	1.52	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.199	255	255	255	54.642	190.667	1.654	1.699	1.838	1224	4294	41.055	1.654	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.121	255	255	255	63.407	190.711	1.61	1.565	1.781	1421	4297	38.884	1.565	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.202	255	255	255	84.691	190.711	1.699	1.252	1.704	1894	4276	175.486	0.947	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.49	255	255	255	59.874	191.024	1.431	1.341	1.53	1341	4297	37.875	1.341	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.888	255	255	255	49.858	191.829	1.654	1.073	1.821	1115	4307	24.677	0.824	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.146	255	255	255	59.024	192.276	1.207	1.252	1.321	1330	4328	66.038	1.184	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.099	255	255	255	80.667	192.455	1.699	1.699	1.773	1806	4334	33.69	1.616	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.116	255	255	255	74.541	192.589	1.252	1.028	1.377	1669	4311	144.246	1.028	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.586	255	255	255	84.78	192.589	1.341	1.476	1.544	1904	4340	67.891	1.341	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.588	255	255	255	60.992	192.768	1.431	1.386	1.565	1366	4316	143.13	1.386	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.796	255	255	255	63.407	192.858	1.654	1.565	1.659	1418	4327	165.964	1.504	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.874	255	255	255	77.045	192.858	1.52	1.565	1.711	1730	4314	123.275	1.517	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.82	255	255	255	65.553	193.35	1.61	1.52	1.654	1466	4333	161.075	1.52	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.656	255	255	255	74.407	193.663	1.52	1.297	1.626	1666	4353	31.504	1.297	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.158	255	255	255	70.382	193.707	1.341	1.028	1.481	1575	4354	28.887	1.028	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.632	255	255	255	81.561	193.752	1.565	1.386	1.703	1824	4354	23.199	1.367	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.312	255	255	255	76.508	194.736	1.476	1.431	1.542	1720	4387	60.461	1.164	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.028	255	255	255	70.427	194.78	1.297	0.939	1.362	1575	4358	156.801	0.939	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.415	255	255	255	81.293	195.138	1.61	1.923	2.01	1824	4404	57.724	1.59	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.696	255	255	255	87.687	195.183	1.476	1.52	1.592	1961	4372	141.843	1.474	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.744	255	255	255	65.821	195.317	1.476	1.52	1.664	1472	4376	149.3	1.476	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.092	255	255	255	77.045	195.407	1.431	1.341	1.476	1725	4394	35.134	1.008	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.336	255	255	255	45.163	195.585	1.341	1.341	1.432	1013	4377	128.66	1.333	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.891	255	255	255	93.321	195.675	1.654	1.61	1.662	2100	4376	113.806	1.569	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.063	255	255	255	47.488	195.988	1.699	1.744	1.772	1067	4389	137.045	1.64	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.87	255	255	255	57.415	196.033	1.476	1.61	1.712	1287	4388	130.764	1.476	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.698	255	255	255	74.093	196.748	1.431	1.476	1.637	1663	4433	55.008	1.427	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.892	255	255	255	41.764	196.972	1.297	1.252	1.649	934	4429	40.601	0.795	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.26	255	255	255	71.5	196.972	1.341	1.252	1.404	1608	4432	52.765	1.245	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.124	255	255	255	51.423	197.463	1.341	1.207	1.401	1150	4423	163.301	1.145	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.457	255	255	255	56.967	197.598	1.878	1.967	2.067	1280	4458	51.147	1.667	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.162	255	255	255	45.431	197.642	1.341	1.028	1.445	1016	4442	21.801	1.028	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.223	255	255	255	66.358	197.911	1.789	1.744	2.059	1486	4430	145.62	1.553	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.903	255	255	255	84.065	198.045	1.654	1.61	1.684	1880	4444	169.287	1.589	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.402	255	255	255	63.093	198.089	1.297	1.386	1.476	1415	4432	125.134	1.297	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.802	255	255	255	59.069	198.134	1.476	1.61	1.697	1332	4467	71.565	1.426	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.592	255	255	255	68.236	198.179	0.805	0.984	0.993	1535	4454	82.235	0.805	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.134	255	255	255	74.049	198.224	1.252	1.163	1.389	1656	4435	146.821	1.144	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.688	255	255	255	69.577	198.268	1.386	1.61	1.642	1564	4469	60.642	1.386	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.895	255	255	255	60.455	198.358	1.431	1.699	1.739	1360	4474	72.031	1.431	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.944	255	255	255	71.947	198.492	1.118	1.163	1.253	1609	4459	34.824	1.117	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.02	255	255	255	45.341	198.671	1.386	0.939	1.48	1015	4460	25.017	0.922	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.614	255	255	255	75.793	198.939	1.386	1.52	1.552	1708	4483	78.366	1.38	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.217	255	255	255	87.642	198.984	1.699	1.699	1.809	1965	4484	50.013	1.699	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.316	255	255	255	78.967	199.073	1.252	1.431	1.519	1766	4455	132.614	1.198	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.071	255	255	255	77.626	199.118	1.52	1.967	2	1749	4453	100.305	1.462	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.138	255	255	255	70.919	199.163	1.207	1.297	1.324	1596	4454	101.689	1.17	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.172	255	255	255	51.825	199.52	1.341	1.386	1.502	1166	4493	53.471	1.16	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.366	255	255	255	44.984	199.565	1.565	1.252	1.575	1006	4472	173.48	1.226	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.75	255	255	255	47.577	199.61	1.52	1.52	1.628	1069	4492	37.185	1.52	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.256	255	255	255	80.756	199.789	1.297	1.386	1.397	1809	4472	129.806	1.279	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.469	255	255	255	95.02	199.878	1.744	1.744	1.902	2133	4470	119.578	1.744	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.376	255	255	255	49.366	200.325	1.297	1.476	1.53	1115	4513	74.745	1.268	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.278	255	255	255	52.228	200.37	1.431	1.297	1.486	1168	4501	15.709	1.18	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.834	255	255	255	71.098	200.593	1.118	1.028	1.181	1592	4488	127.304	1.028	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.604	255	255	255	38.321	200.683	0.984	1.163	1.369	858	4512	51.633	0.649	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.788	255	255	255	74.943	200.728	1.52	1.565	1.628	1682	4492	127.185	1.517	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.61	255	255	255	79.415	200.862	1.476	1.52	1.564	1776	4502	149.036	1.435	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.416	255	255	255	62.333	200.951	1.431	1.341	1.601	1394	4520	35.91	1.341	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.178	255	255	255	67.967	201.622	1.341	1.386	1.426	1527	4538	48.814	1.166	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.41	255	255	255	43.508	201.711	1.386	1.386	1.46	982	4541	62.65	1.375	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.218	255	255	255	51.736	201.711	1.476	1.252	1.5	1157	4518	169.695	1.204	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.792	255	255	255	37.114	202.024	1.118	1.431	1.674	830	4549	55.886	0.732	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.748	255	255	255	58.935	202.069	1.476	1.52	1.642	1319	4525	150.642	1.476	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.396	255	255	255	84.11	202.069	1.252	1.476	1.544	1889	4552	67.891	1.248	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.246	255	255	255	60.455	202.203	1.163	1.341	1.403	1357	4552	67.521	1.163	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.266	255	255	255	68.728	202.248	1.252	1.431	1.467	1543	4554	52.431	1.193	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.53	255	255	255	82.634	202.382	1.431	1.386	1.565	1854	4554	53.13	1.386	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.084	255	255	255	77.984	202.516	1.252	1.252	1.389	1750	4530	123.179	1.212	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.168	255	255	255	52.72	202.561	1.297	1.252	1.36	1184	4555	46.332	1.222	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.84	255	255	255	54.955	202.785	1.118	1.163	1.181	1230	4540	142.696	1.089	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.668	255	255	255	96.138	203.589	1.52	1.565	1.612	2157	4586	56.31	1.499	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.936	255	255	255	63.362	203.902	1.028	1.297	1.329	1420	4561	109.654	1.028	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.62	255	255	255	79.504	203.947	1.341	1.52	1.581	1782	4563	118.74	1.341	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.278	255	255	255	36.846	204.305	1.297	1.52	1.678	824	4572	131.76	1.132	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.542	255	255	255	35.996	204.573	1.386	1.744	1.803	814	4577	113.385	1.225	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.364	255	255	255	59.382	204.663	1.565	1.297	1.616	1328	4594	14.421	1.297	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.832	255	255	255	41.496	205.289	1.565	1.52	1.662	938	4591	113.806	1.52	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.914	255	255	255	71.276	205.378	1.118	1.118	1.216	1594	4599	143.973	1.118	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.876	255	255	255	90.012	205.467	1.297	1.028	1.316	2013	4600	170.218	1.028	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.979	255	255	255	98.553	205.512	1.744	1.61	1.762	2204	4610	156.038	1.61	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.354	255	255	255	96.049	205.646	1.386	1.341	1.46	2152	4601	130.03	1.341	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.4	255	255	255	52.407	205.691	1.386	1.61	1.632	1186	4600	99.462	1.233	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.025	255	255	255	60.724	205.825	1.52	1.833	1.902	1365	4644	60.422	1.507	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.32	255	255	255	35.146	205.87	1.476	1.476	1.586	786	4628	21.501	1.254	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.014	255	255	255	97.703	206.183	1.341	1.252	1.462	2185	4619	156.571	0.982	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.354	255	255	255	46.146	206.272	1.476	1.431	1.552	1037	4616	131.496	1.254	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.061	255	255	255	101.728	206.272	1.654	1.654	1.835	2281	4646	46.975	1.653	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.214	255	255	255	86.748	206.362	1.431	1.297	1.465	1940	4621	167.661	1.297	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.134	255	255	255	72.26	206.407	1.252	1.431	1.486	1622	4616	111.161	1.09	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.37	255	255	255	54.329	206.496	1.341	1.386	1.442	1215	4625	150.255	1.336	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.05	255	255	255	51.915	206.541	1.297	1.297	1.442	1161	4625	150.255	1.043	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.09	255	255	255	66.894	206.809	1.297	1.252	1.3	1496	4634	176.055	1.202	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.016	255	255	255	71.455	206.809	1.252	1.297	1.4	1598	4634	153.435	1.068	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.046	255	255	255	74.675	206.943	1.297	1.163	1.324	1670	4634	168.311	1.163	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.321	255	255	255	34.833	206.988	1.52	2.057	2.184	785	4629	112.891	1.52	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.354	255	255	255	59.248	206.988	1.341	1.386	1.588	1328	4630	122.347	1.312	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.324	255	255	255	76.732	207.614	1.252	1.431	1.443	1723	4644	106.189	1.242	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.304	255	255	255	56.61	207.837	1.341	1.297	1.404	1269	4651	127.235	1.297	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.42	255	255	255	71.768	207.837	1.565	1.341	1.641	1605	4667	17.447	1.296	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.074	255	255	255	55.134	208.687	1.207	1.252	1.334	1234	4673	140.44	1.138	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.146	255	255	255	53.033	208.955	1.341	1.028	1.421	1187	4696	24.146	1.028	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.997	255	255	255	43.776	209.089	1.654	1.699	1.796	993	4714	71.114	1.586	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.226	255	255	255	69.935	209.313	1.252	1.297	1.36	1568	4705	43.668	1.251	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.578	255	255	255	56.789	209.537	1.61	1.297	1.711	1270	4708	19.855	1.284	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.028	255	255	255	53.122	210.028	1.297	0.984	1.36	1190	4714	27.408	0.984	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.684	255	255	255	60.276	210.073	1.073	0.984	1.145	1352	4700	128.66	0.815	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.982	255	255	255	58.13	210.118	1.073	1.252	1.287	1306	4726	69.677	1.032	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.324	255	255	255	40.02	210.252	1.341	1.341	1.489	896	4706	138.652	1.312	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.478	255	255	255	48.472	210.386	1.386	1.476	1.562	1093	4738	66.371	1.375	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.994	255	255	255	38.724	210.61	1.341	1.297	1.381	874	4711	119.055	1.19	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.168	255	255	255	59.516	210.61	1.61	1.341	1.62	1331	4725	6.34	1.239	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.566	255	255	255	72.931	210.744	1.476	1.476	1.564	1631	4719	149.036	1.447	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.026	255	255	255	44.715	210.789	1.073	1.252	1.29	1002	4717	123.69	1.073	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.915	255	255	255	81.874	210.789	1.565	1.699	1.742	1835	4718	131.878	1.565	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.62	255	255	255	49.992	211.012	1.565	1.431	1.58	1120	4744	25.115	1.431	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.196	255	255	255	60.232	211.236	1.431	1.341	1.592	1350	4750	38.157	1.052	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.65	255	255	255	33.537	211.37	1.386	1.565	1.616	762	4727	104.421	1.378	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.108	255	255	255	57.191	211.37	1.341	1.252	1.42	1288	4727	118.179	1.093	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.212	255	255	255	63.63	211.459	1.386	1.252	1.401	1423	4738	163.301	1.252	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.55	255	255	255	43.911	211.728	1.52	1.52	1.562	982	4744	166.759	1.419	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.528	255	255	255	67.833	211.772	1.386	1.476	1.586	1528	4769	68.499	1.383	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.227	255	255	255	88.402	211.996	1.699	1.744	1.861	1984	4743	125.218	1.677	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.654	255	255	255	90.728	211.996	1.565	1.565	1.62	2030	4749	140.599	1.436	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.398	255	255	255	41.049	212.085	1.565	1.163	1.711	920	4747	146.725	1.136	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.092	255	255	255	53.301	212.13	1.252	1.118	1.488	1192	4744	147.265	1.065	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.882	255	255	255	57.012	212.22	1.252	1.073	1.365	1275	4749	148.392	0.933	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.67	255	255	255	99.76	212.309	1.431	1.52	1.603	2240	4782	67.011	1.431	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.618	255	255	255	69.488	212.935	0.894	0.939	1.048	1555	4765	129.806	0.888	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.24	255	255	255	56.476	212.98	1.341	1.341	1.488	1267	4764	122.735	1.23	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.178	255	255	255	41.004	213.114	1.476	1.163	1.508	917	4771	168.024	1.114	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.968	255	255	255	70.606	213.248	1.207	1.163	1.306	1580	4774	141.953	1.163	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.212	255	255	255	54.016	213.293	1.207	1.386	1.404	1220	4770	99.162	1.207	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.352	255	255	255	64.48	213.561	1.297	1.341	1.442	1450	4805	60.255	1.291	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.886	255	255	255	72.439	213.606	1.252	1.163	1.302	1620	4791	15.945	1.068	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.872	255	255	255	94.35	213.785	1.61	1.61	1.678	2112	4787	138.24	1.594	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.012	255	255	255	87.016	213.874	1.207	1.252	1.29	1952	4786	123.69	1.185	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.35	255	255	255	68.549	214.187	1.341	1.341	1.481	1536	4791	118.887	1.334	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.226	255	255	255	72.081	214.276	1.207	1.386	1.565	1613	4793	126.87	1.138	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.518	255	255	255	79.996	214.366	1.386	1.476	1.592	1797	4826	51.843	1.381	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.79	255	255	255	98.419	214.411	1.565	1.61	1.671	2214	4831	74.476	1.551	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.856	255	255	255	38.455	214.455	1.61	1.565	1.687	861	4804	147.995	1.558	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.128	255	255	255	77.939	214.634	1.207	1.252	1.365	1748	4800	121.608	1.207	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.17	255	255	255	64.39	215.037	1.252	1.207	1.381	1441	4830	29.055	1.203	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.328	255	255	255	50.439	215.484	1.386	1.386	1.502	1128	4827	143.471	1.29	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.079	255	255	255	36.398	215.528	1.654	1.654	1.749	816	4826	147.529	1.643	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.302	255	255	255	68.102	215.752	1.386	1.297	1.476	1529	4827	125.134	1.257	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.238	255	255	255	91.577	215.931	1.341	1.297	1.372	2056	4829	109.026	1.296	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.824	255	255	255	47.175	216.065	1.565	1.565	1.637	1058	4859	34.992	1.541	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.536	255	255	255	61.037	216.11	1.386	1.52	1.58	1373	4866	64.885	1.37	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.704	255	255	255	105.081	216.333	0.805	1.252	1.28	2359	4838	102.095	0.792	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.285	255	255	255	66	216.602	1.52	2.191	2.22	1488	4844	99.273	1.514	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.396	255	255	255	49.813	216.736	1.476	1.386	1.488	1121	4848	122.735	1.333	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.34	255	255	255	84.423	216.736	1.341	1.341	1.445	1896	4877	68.199	1.341	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.366	255	255	255	62.11	216.78	1.297	1.386	1.471	1398	4879	70.463	1.258	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.9	255	255	255	68.102	216.959	1.163	1.028	1.3	1523	4853	139.185	1.001	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.642	255	255	255	56.654	217.004	1.386	1.565	1.615	1272	4884	48.366	1.386	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.268	255	255	255	54.374	217.093	1.297	1.341	1.489	1217	4857	131.348	1.278	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
0.816	255	255	255	69.622	217.317	1.073	1.118	1.14	1562	4861	115.56	1.049	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.35	255	255	255	77.939	217.496	1.341	1.341	1.489	1748	4891	41.348	1.341	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.32	255	255	255	71.768	217.764	1.207	1.431	1.481	1611	4871	118.887	1.194	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.782	255	255	255	52.63	218.167	1.386	1.61	1.686	1185	4880	111.801	1.386	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.804	255	255	255	47.22	218.256	1.52	1.565	1.655	1062	4913	51.582	1.507	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.388	255	255	255	60.411	218.301	1.252	1.386	1.46	1352	4886	139.97	1.252	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.356	255	255	255	63.63	218.39	1.431	1.386	1.513	1423	4895	161.03	1.318	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.432	255	255	255	83.976	218.524	1.431	1.341	1.58	1878	4895	154.885	1.341	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.1	255	255	255	65.642	218.882	1.207	1.207	1.304	1469	4901	149.036	1.198	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.919	255	255	255	103.65	219.195	1.744	1.61	1.753	2318	4918	5.856	1.61	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.56	255	255	255	40.602	219.24	1.386	1.476	1.557	908	4909	140.826	1.373	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.273	255	255	255	84.87	219.24	2.057	1.833	2.088	1898	4923	9.866	1.584	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
2.235	255	255	255	91.175	219.553	1.61	1.789	1.898	2040	4915	133.091	1.579	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.12	255	255	255	74.317	219.821	1.207	1.297	1.389	1667	4918	123.179	1.206	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.744	255	255	255	76.598	219.866	1.789	1.52	1.8	1713	4927	153.435	1.52	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.018	255	255	255	67.028	219.955	1.118	1.297	1.316	1507	4919	99.782	1.118	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
1.382	255	255	255	68.415	219.955	1.341	1.386	1.451	1533	4944	33.69	1.334	"deltaefpuup_eco24earp33"	"eco24"	"earp33"
