"Area"	"Width"	"Height"	"genotype"	"pbad24"	"pbad33"	"efp_species"
1.584	1.431	1.476	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.518	1.431	1.386	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.604	1.476	1.565	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.342	1.341	1.386	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.876	1.61	1.565	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.726	1.52	1.52	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.614	1.386	1.476	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.548	1.476	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.118	0.447	0.447	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.53	1.386	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.434	0.939	0.715	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.562	1.476	1.476	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
2.169	1.654	1.699	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.36	1.386	1.341	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.244	0.447	0.715	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.24	1.297	1.297	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.822	1.476	1.61	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.688	1.52	1.52	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.919	1.61	1.565	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.112	1.252	1.52	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.584	1.476	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.786	1.61	1.52	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.248	1.297	1.297	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.752	1.565	1.52	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.742	1.61	1.52	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.476	1.386	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.664	1.565	1.476	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.404	1.431	1.386	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.612	0.894	0.939	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.414	1.431	1.386	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.414	1.431	1.297	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.87	1.654	1.565	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.26	1.207	1.61	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.486	0.894	0.805	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.4	1.386	1.386	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.676	1.52	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.36	1.386	1.386	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.282	1.341	1.297	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.024	1.252	1.207	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
2.923	2.37	1.565	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.416	1.431	1.386	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.348	1.341	1.386	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
2.065	1.789	1.878	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.688	1.52	1.565	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.484	1.431	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.86	1.61	1.565	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.59	0.984	0.894	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.494	1.52	1.297	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.544	1.52	1.341	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.48	1.386	1.476	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.54	1.431	1.476	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.574	1.565	1.476	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.634	1.565	1.52	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.544	1.431	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.826	0.85	1.476	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.992	1.297	1.073	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.602	1.476	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
2.677	1.654	2.191	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.768	0.805	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.554	1.476	1.341	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.86	1.61	1.654	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.604	1.386	1.476	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.094	1.163	1.252	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.264	1.341	1.297	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
2.255	1.565	1.878	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.572	1.431	1.476	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.14	1.297	1.207	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.344	1.431	1.297	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.572	1.52	1.476	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.794	1.565	1.52	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.678	1.61	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.424	1.386	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.69	1.52	1.52	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.476	1.431	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.302	1.386	1.297	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.156	1.028	1.386	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.304	1.341	1.386	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.242	1.431	1.207	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.172	1.252	1.252	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.562	1.476	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.49	1.431	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.698	1.52	1.52	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.488	1.431	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.508	0.894	0.85	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.786	1.61	1.476	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.228	1.341	1.207	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.965	1.654	1.654	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.094	1.297	1.207	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.48	1.431	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.484	1.386	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.234	1.297	1.341	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.55	1.476	1.386	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
2.481	1.967	2.102	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
2.339	1.923	2.057	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.686	1.52	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.558	1.431	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.602	1.52	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.963	1.654	1.654	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.14	1.341	1.297	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.45	1.476	1.341	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.426	1.386	1.386	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.412	1.476	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.402	0.85	0.671	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.086	1.297	1.207	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.298	1.341	1.341	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.965	1.654	1.61	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.974	1.297	1.073	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
2.059	1.699	1.789	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.946	1.297	1.073	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.396	1.386	1.341	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.55	1.52	1.386	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.612	1.52	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.776	1.565	1.565	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.64	1.476	1.476	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.548	0.939	0.894	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.19	1.431	1.252	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.962	1.207	1.163	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.566	1.476	1.476	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.752	1.163	0.939	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.662	1.654	1.52	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.268	1.341	1.207	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.31	0.805	0.626	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.384	0.85	0.715	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.684	1.073	1.073	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.248	1.386	1.252	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.244	1.297	1.297	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.838	1.565	1.654	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.586	1.431	1.52	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.3	1.431	1.297	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.402	1.297	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.634	1.476	1.52	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.292	1.341	1.252	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
2.593	2.236	1.699	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.692	1.118	0.939	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.452	1.386	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.278	0.76	0.537	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.342	1.252	1.386	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.51	1.431	1.476	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.456	1.386	1.476	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.8	1.565	1.61	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.398	1.476	1.476	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.352	1.565	1.118	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.114	0.402	0.537	"deltaefpuup_ppu24empty33"	"ppu"	"empty"	"P. putida"
0.12	0.492	0.358	"deltaefpuup_ppu24empty33"	"ppu"	"empty"	"P. putida"
0.146	0.581	0.492	"deltaefpuup_ppu24empty33"	"ppu"	"empty"	"P. putida"
0.192	0.581	0.492	"deltaefpuup_ppu24empty33"	"ppu"	"empty"	"P. putida"
0.18	0.537	0.402	"deltaefpuup_ppu24empty33"	"ppu"	"empty"	"P. putida"
0.188	0.805	0.492	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.386	1.386	1.386	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.452	1.476	1.431	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
2.071	1.699	1.744	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.446	1.386	1.386	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.056	1.207	1.252	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.302	1.341	1.431	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.53	1.52	1.431	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.41	0.805	0.85	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.372	1.341	1.431	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.976	1.163	1.207	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.672	1.118	1.118	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.43	1.476	1.476	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.62	0.984	0.939	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.534	1.476	1.52	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.394	1.476	1.431	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.122	1.341	1.207	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.802	1.073	1.118	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.276	0.671	0.715	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.238	0.626	0.671	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.54	0.894	1.163	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.672	1.476	1.565	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.272	0.671	0.581	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.456	1.431	1.52	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.22	1.297	1.341	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.222	1.431	1.341	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.16	1.297	1.252	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.234	1.341	1.341	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.324	1.341	1.431	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.382	1.967	1.386	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.238	1.386	1.431	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.112	1.386	1.252	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.872	1.073	1.163	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.108	1.297	1.297	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.024	1.207	1.252	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.25	1.431	1.431	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.086	1.163	1.297	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.25	1.386	1.341	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.54	1.52	1.565	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.39	1.431	1.476	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.314	1.386	1.431	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.378	0.894	0.805	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.526	1.476	1.565	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.054	1.252	1.252	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.188	1.341	1.341	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.412	1.476	1.476	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.376	1.386	1.431	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.138	1.297	1.297	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.108	1.297	1.252	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.522	1.789	1.476	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.302	1.341	1.341	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.286	1.297	1.431	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.588	1.073	1.028	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.256	0.76	0.671	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.812	1.207	1.073	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.166	1.386	1.341	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.212	1.386	1.341	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.522	1.476	1.52	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.12	1.341	1.297	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.312	1.431	1.386	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.947	1.833	1.52	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.02	1.297	1.163	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.066	1.297	1.207	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.646	1.61	1.654	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.276	1.386	1.341	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.644	1.028	1.028	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.662	0.984	1.028	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.49	1.431	1.476	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.278	1.431	1.341	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.578	1.476	1.52	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.054	1.341	1.163	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.418	1.476	1.431	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.256	0.671	0.671	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.444	0.85	0.894	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.116	0.447	0.537	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.722	1.61	1.878	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.128	1.386	1.252	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.11	0.313	0.626	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.02	1.297	1.207	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.022	1.297	1.118	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.132	1.386	1.341	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.108	1.297	1.297	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.872	1.118	1.207	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.6	0.984	0.984	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.822	1.163	1.118	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.17	1.297	1.341	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.136	1.341	1.386	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.734	0.939	1.073	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.092	1.297	1.341	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.068	1.297	1.297	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.75	1.118	1.118	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.272	1.431	1.386	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.14	1.297	1.297	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.302	1.386	1.431	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.128	0.447	0.402	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.282	0.715	0.76	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.788	1.073	1.028	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.758	1.163	1.163	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.016	1.252	1.207	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.322	0.85	0.76	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.02	1.207	1.207	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.222	1.386	1.386	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.84	1.386	1.118	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.286	1.386	1.386	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.942	1.341	1.297	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.338	1.386	1.476	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.198	1.386	1.341	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.02	1.252	1.297	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.192	0.492	0.492	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.18	1.341	1.341	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.634	1.476	1.565	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.48	0.984	0.894	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.282	1.386	1.386	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.456	1.52	1.431	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.866	1.073	1.207	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.636	1.61	1.744	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.982	1.341	1.341	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.182	1.341	1.297	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.126	1.252	1.341	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.93	1.207	1.207	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.194	1.297	1.386	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.36	0.805	0.76	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.48	1.431	1.476	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.646	1.028	0.984	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.092	1.252	1.297	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.218	0.671	0.626	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.36	0.939	0.671	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.322	0.76	0.715	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.838	1.073	1.118	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.368	1.341	1.431	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.438	1.341	1.431	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.18	1.252	1.297	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.596	1.431	1.476	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.444	1.297	1.386	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
1.66	1.386	1.476	"deltaefpuup_shon24earp33"	"shon"	"earp"	"S. oneidensis"
0.404	0.715	0.76	"deltaefpuup_shon24empty33"	"shon"	"empty"	"S. oneidensis"
