"Geneid"	"Chr"	"T0_R1"	"T0_R2"	"T0_R3"	"T1_R1"	"T1_R2"	"T1_R3"	"T4_R1"	"T4_R2"	"T4_R3"	"T7_R1"	"T7_R2"	"T7_R3"	"T20_R1"	"T20_R2"	"T20_R3"
"gene-b0022"	"U00096.3"	1.43317394710235	2.00784822108742	2.27092362637165	2.00496948807959	1.46750505706926	1.34433141714041	0.90338627745006	0.713982718504995	0.480570539964664	0.045878592877582	0.105226907592541	0.106807698976522	0.0322199335279222	0.0943352906182738	0.0688037219143464
"gene-b0023"	"U00096.3"	3318.2421162306	4658.29913875106	3905.0408551846	3995.19866166433	4961.80506571034	5204.42533094511	3516.74026530461	3542.87461761544	3653.391902645	1283.08452161675	1372.72614369949	1087.33312325191	255.56411911618	346.529255505548	239.890431338179
"gene-b0024"	"U00096.3"	33.0332415764998	30.1819011133324	50.5617516081652	35.6308722631475	21.4126186896329	42.137037596378	27.1234268314176	27.3404973556075	16.7563317039734	1.21421152656833	5.70243351282321	2.55753229878028	1.66484368859346	3.05146666091256	0.433557699734238
"gene-b0025"	"U00096.3"	205.746979270255	215.969440714928	187.613093957896	173.837010287511	198.674635806864	179.495175010758	55.8488357256706	41.9189363833677	45.0103796178369	14.9610968034805	19.4295787871446	16.5545130375458	8.35460824153958	12.7050208600416	8.12409806909652
"gene-b0026"	"U00096.3"	313.670782415819	300.605598703294	316.681094854249	207.5311718507	274.363120117956	270.219805197072	147.734753948718	143.001257350116	167.888179649338	52.101860323805	55.0644899228565	63.2657982758326	20.0172599169873	28.8709523504841	21.8076290906792
"gene-b0027"	"U00096.3"	200.184192770775	180.341276584943	230.949387742158	168.580182904698	221.889926929332	177.792363585821	91.4671359504196	86.448827841139	105.3775663043	30.9783381192556	31.9527563423674	36.2680106561004	10.1143253152258	16.3933771696645	11.8542557974608
"gene-b0028"	"U00096.3"	127.769474443804	161.502387134401	149.792875030173	152.304991563545	167.552987763314	133.067416635638	76.6255783224425	56.6924247191997	64.8253348638201	19.6127925978805	20.6912578988235	20.0675051845933	9.78197181907719	14.4840308875506	11.0140998040486
"gene-b0029"	"U00096.3"	110.149339035466	172.392032542829	140.621426183158	126.138043550271	141.162361669071	123.930201968201	69.2313401283254	49.4281867817828	61.3581954525483	16.0178521934362	19.3189963418291	15.5712372417465	9.41635180366191	12.1649870665222	7.44816568205903
"gene-b0030"	"U00096.3"	9.05912123532327	9.43578945429063	7.61802934136239	6.53023991085255	6.9939847572324	5.03608871444878	13.8011637047973	2.86601486701778	2.13572900952165	0.87184368629005	1.17440128998364	0.805435107036067	0.515096379941471	0.825201820883785	0.394324281659926
"gene-b0031"	"U00096.3"	57.3925142592901	60.6262686707906	63.5647647031248	50.2026732264147	47.2262884529486	51.501156164723	39.7001225835181	17.6848027198929	19.0081433719746	7.47117815400624	8.14748135020907	9.93389562305724	3.19141969324018	3.64258165963992	3.62701080047744
"gene-b0032"	"U00096.3"	452.458544898153	181.534642819361	312.172492042933	176.361791120139	126.941954707414	181.345813102986	58.7307916071865	26.6096584006147	33.5922571695404	13.7645361628647	13.9374275453799	17.8994458521524	9.77500625642415	12.0476593083773	16.4115739404883
"gene-b0033"	"U00096.3"	981.005639286771	353.737739171617	652.659170051665	270.059023924585	144.030717522118	227.442269787575	94.0046205190684	46.8630805780403	86.9786738252768	26.2092354775183	20.6218873049347	36.9172756183096	14.9398491779992	13.971811925575	20.5045341393678
"gene-b0034"	"U00096.3"	18.3571728268242	13.487061283062	19.5207677378008	15.8424674531369	13.2964852140518	13.1476401060506	28.8519998807001	1.72254571947009	1.71937459854024	0.991255658233817	0.806739624876151	1.31513722275132	0.606320567298173	0.635572109519077	0.239770546065147
"gene-b0035"	"U00096.3"	2.95979115888888	2.21508805439763	2.98877442658604	2.89315736316738	2.45196671238691	2.00494032214096	44.9928986364767	0.846408252003578	0.523667390418348	0.321383036401336	0.285020699956244	0.249398687965483	0.105328107573512	0.249645337609104	0.0321316873914714
"gene-b0036"	"U00096.3"	0.92822020865764	0.970715424953208	1.08739576835284	0.909708259022302	0.881747737428216	0.867972660857461	18.5666771077186	0.327853485537819	0.191249955344716	0.177210442717988	0.243869382786989	0.23753162571369	0.0791970885190149	0.143543266640529	0.0724802566731283
"gene-b0037"	"U00096.3"	1.88360004476309	2.54792579921776	1.84554060006757	2.21259007582181	2.33415776473188	2.14885407990783	19.8482356820268	0.848636423955149	0.745410057613144	0.236301323933183	0.347614448402233	0.28454560731197	0.108726725495768	0.273657329541299	0.109979694488569
"gene-b0038"	"U00096.3"	2.74962305384958	3.55412213847659	3.41502979729333	4.7627874295345	6.19998797728858	4.13702879776595	22.4336126354434	1.23208688900028	0.820363108944605	0.426241508212412	0.462583706086621	0.459851866529459	0.27013954120455	0.377650966383172	0.265046849936054
"gene-b0039"	"U00096.3"	15.5884520473278	16.7162586805494	12.279929651615	13.1152877433693	15.6311328971706	12.8694322811982	27.6011914801833	3.80617801320531	3.04033393577645	1.53988305962866	1.74306577217335	1.57324096235234	0.536829758622704	1.17692147350532	0.481806640597051
"gene-b0040"	"U00096.3"	0.411946852474041	0.69446367514839	0.614300852546259	0.554048749403682	0.540635966459137	0.26070841152592	22.7407107335093	0.150083191399374	0.134242542912902	0.075222722579481	0.0881822322636902	0.0324300604153136	0.0293488503422658	0.0630147287826357	0.0626726971893057
"gene-b0041"	"U00096.3"	1.42511892707973	2.01045243408494	1.45343396344126	1.36288486865131	1.22577594909547	1.69209934116782	28.1730801270601	0.412874771670652	0.332597198605895	0.147811186391587	0.203411391797567	0.293132413792893	0.057669919933246	0.191362379412426	0.123150630663811
"gene-b0042"	"U00096.3"	1.76362551961895	1.66254948242908	1.67349670053792	1.6435211133231	1.65299437284603	1.43575810690278	21.3773212855717	0.402293055502569	0.459960083685925	0.22851630337751	0.265144997729996	0.344233730459364	0.103842588312921	0.101345344061245	0.100795261403183
"gene-b0043"	"U00096.3"	1.11328031653701	0.892376987149966	1.10682863756194	1.06767867870496	0.720335556632393	0.716087206483394	20.2736082898254	0.318008440517555	0.199248205225443	0.0688713608698434	0.130883631448439	0.114525737830303	0.00690963609456607	0.155099825134629	0.0737755526354297
"gene-b0044"	"U00096.3"	0.457819455324363	0.529848836120293	0.461639777583126	0.755618182539358	0.843815407814827	0.290910427633879	19.1991725778664	0.263166707141264	0.276328060479682	0.131900954523048	0.141179434353326	0.170595630309722	0.0926323088927764	0.150674422515298	0.0659369001679153
"gene-b0045"	"U00096.3"	0.811701520791304	0.729578482737473	0.727216329165697	0.798212875454704	0.76357270136597	0.637981169482792	23.3985184474678	0.193463092817362	0.139408751232993	0.142595626511403	0.16134792497523	0.169673491767508	0.0333810122136131	0.136828664770649	0.014256627063333
"gene-b0046"	"U00096.3"	7.69757457087743	7.12389086351922	7.83334518475193	6.33475156228638	5.74620812553374	5.29696468718346	28.0905396023056	1.45589174933743	1.41546577119536	0.786934508340898	0.842290862582558	0.499642795212204	0.351688765965795	0.735495486176372	0.321861478785756
"gene-b0047"	"U00096.3"	9.40350840024689	9.35918086522984	9.28759337205197	7.9865035122338	7.2034569221079	8.43539856967912	33.2304442450258	2.59556110772756	2.18807919924652	0.768041628913595	0.963410798402824	0.901931680246185	0.606212082673499	0.824560317996764	0.417918903479734
"gene-b0048"	"U00096.3"	43.3097204736848	71.0610949579858	47.9973471607142	58.9252647835121	68.199036404945	59.0215699036621	52.1586009396571	39.2539460371909	31.9251019207526	9.31220738932721	13.0086764511279	8.86414895089318	6.1322588487018	8.15449974652795	4.31227327098166
"gene-b0049"	"U00096.3"	80.2581943944569	79.1230342876919	83.4753615103032	89.5623053070911	86.9426823672425	86.6217965548817	51.968633575128	20.8765185132646	24.723330526239	8.75709682413519	10.6592985026341	9.4299921938607	5.07400889137941	7.31988141153325	4.97835328812275
"gene-b0050"	"U00096.3"	162.29191002965	173.737300569649	167.773084881639	166.083848470202	179.323423950715	163.923078515438	92.1521482833045	63.1600097139034	70.4358764109479	24.621511510969	29.8263164168497	22.4861287951101	10.7512292479997	13.1560295773358	7.88730920103825
"gene-b0051"	"U00096.3"	170.808762858886	196.827748972293	175.167023342199	173.784302753786	194.478578532998	176.22801613278	93.0142647316314	80.236263435093	89.8341852288398	31.5021841751397	34.9571467818597	29.706053698312	12.9928645816321	16.7136428035072	10.9734403199158
"gene-b0052"	"U00096.3"	86.2409768643014	95.4924501431114	106.534470022612	101.649290675528	112.454171359047	97.3106714607829	56.3114000238978	27.1779435738614	33.0566513724542	11.012530603088	12.7728884607664	11.2655150779075	4.78768684992483	7.39016949413217	5.04477228921068
"gene-b0053"	"U00096.3"	227.99024690995	205.789621714996	255.323230112789	187.027351532603	231.997004079285	220.415362089129	98.9292824980181	65.7570786447967	75.4601047583116	26.3580536814729	26.136107231652	25.432348847516	12.18168843472	17.270028355208	13.5009261322836
"gene-b0054"	"U00096.3"	169.819407970589	185.260872890246	179.810163559002	162.327082105131	168.681865076438	188.976260845898	58.311976459376	35.4210989508902	39.0609367394667	14.049720017069	17.0605390632408	15.2756325722634	9.36848951288573	13.6023878156384	8.34584764418352
"gene-b0055"	"U00096.3"	63.0498181650235	75.1860419651316	67.8494093271334	65.9026049826848	71.9283695994835	62.3819520366497	41.142367948887	16.1429554239359	15.8102996172492	5.53984008996803	7.85147476092701	5.84039157883873	4.50084042031961	5.24346990353239	4.39837910531859
"gene-b0056"	"U00096.3"	0.0135025092814559	0.0123370090389396	0.0291753908149968	0.00955093423617885	0.0138259565028543	0.0183853858149127	0.0225295574750354	0.0232847962078906	0.0135829461372501	0.0194508320033988	0.00892246589724775	0.0150941755850077	0.0136600639841882	0.0133315618078052	0.0291702415489395
"gene-b0057"	"U00096.3"	0.0552838587561495	0.050511904933017	0.119453958619892	0.0391047684764304	0.0566081615305544	0.0752760136195481	0.0922436598506166	0.0953358637190994	0.0556131945619485	0.0796383121648593	0.0365316056547691	0.0618006811688051	0.0559289412182801	0.0545839417413911	0.119432875775847
"gene-b0058"	"U00096.3"	36.1594129805279	30.3367613040664	42.5044333396537	36.8254937210974	43.5170095569634	59.8262961515324	52.2447124925745	29.0536044683955	31.1229131876025	13.9095552042487	14.0020662892141	11.8362350047618	4.19034880954959	4.1684763872596	3.48146832886593
"gene-b0059"	"U00096.3"	43.1584368930915	41.3173307827484	53.7258047386614	33.5137551234582	37.3682216513415	59.3915317982302	64.5245828575494	40.4901940498212	42.7159265586919	12.314022652191	12.5221974714522	10.3941857724314	4.18785984311119	5.49630438341874	4.04358550627265
"gene-b0060"	"U00096.3"	11.6940169445709	8.64262559110931	9.5692676927581	9.55119006477446	9.70100706943577	8.96139818769552	16.0448669007254	1.56611044494679	1.65796836287809	0.834475426574387	0.817441272961243	0.789614060290716	0.412119251808679	0.793346959366265	0.524803899295653
"gene-b0061"	"U00096.3"	1.80601881686576	1.74244299646093	1.66463210438842	1.65268213323879	1.46132016985556	0.980210504933857	21.8104567289033	0.631600097139034	0.368437413972909	0.054579705319882	0.242021887462845	0.268246922142184	0.0894380913447496	0.0623480369028821	0.0818527036567225
"gene-b0062"	"U00096.3"	5.56182102372496	4.38707488892289	4.33443815119965	4.72012507799436	5.10818038849269	4.43557524563409	20.5607619544475	1.15982452967647	1.21782905696435	0.480214253592894	0.560370038836129	0.699544237341904	0.136082593503161	0.317589201948414	0.138980771611414
"gene-b0063"	"U00096.3"	1.98953639844662	1.76114611749702	1.39573628898904	1.61198545608396	1.78320700722616	1.28765794725925	29.6352686455876	0.347547143399257	0.306706277592968	0.200991930701788	0.21513056663364	0.0750981822315815	0.0470513315010928	0.107146256010879	0.122803115656647
"gene-b0064"	"U00096.3"	13.4302040355084	10.8638522633581	10.6526023371303	9.57052506032883	8.30439797634069	8.29243649009609	26.2466268876657	1.01745817696117	1.41842117051686	0.677061554957899	0.733499781798658	0.816064284785348	0.475491442234593	0.720768841629496	0.583305273840398
"gene-b0065"	"U00096.3"	6.69888608512261	4.25191387994984	5.48691849927373	7.03042396392922	5.44748108156186	4.3338319841121	21.6070825354399	1.60500730567096	0.913146845611288	0.678643342487213	0.827619944578828	0.629397525472106	0.267362271941504	0.419761214724973	0.32270294670415
"gene-b0066"	"U00096.3"	5.57085716624736	4.23974817500006	4.97246328177827	6.1642877312052	6.45114383313653	5.87314442742389	20.877551082499	2.06015482328612	2.08728492036155	0.887642475073561	0.722949500747384	0.604479623964407	0.241718642947674	0.434563141331676	0.407507022496987
"gene-b0067"	"U00096.3"	2.66814109382333	2.88651550592084	2.62909932388922	1.90273462853007	1.91634966194404	2.63746405261042	23.9893637177614	0.893884681239601	0.883700910981577	0.2279405694551	0.443481447417951	0.372070022753719	0.193199601415102	0.382494176485763	0.22396444302845
"gene-b0068"	"U00096.3"	10.0318292356929	15.8587361527352	9.51589172188772	10.2300697215154	13.1991938588271	10.5214294036225	22.4919853166853	4.11310307161273	2.52514422747286	1.06807602199151	1.17469160012454	0.988622481990002	0.695871978999393	1.2612551660305	0.482465123179868
"gene-b4762"	"U00096.3"	9.16820380210854	10.7948829090722	5.92260433544435	7.42107590151097	8.03288072815835	9.1375367500116	20.0287765953065	2.44490360182852	2.75733806586177	0.680779120118959	0.687029874088077	0.950933061855485	0.286861343667953	0.839888393891728	0.612575072527729
"gene-b0069"	"U00096.3"	12.6597031994041	9.88889498260207	10.5402970335129	9.5555193767089	8.58218698189766	8.20331267986217	16.8720672406114	1.56526980595326	1.73539361653906	0.649946732432412	0.789201806944061	0.884130397083431	0.392009191256387	0.791368271297741	0.607766210243394
"gene-b4577"	"U00096.3"	0.116169165756314	0.459947610116943	0.418351969615923	0.0821716941112656	0.198253252937404	0.158179112319491	0.452278385082539	0.0667771027812194	0.0389537353980168	0.0557819014723023	0.0255882171766885	0.0432877017878415	0.0391748971528922	0.0382328050082872	0.083655626644756
"gene-b4662"	"U00096.3"	0.0665919207744528	0.0608438854874977	0.143887722883052	0.0471034711193366	0.0681871036618042	0.0906733800417284	0.111111681183697	0.114836381298006	0.0669886207223471	0.0959279669258533	0.0440039795386992	0.0744417295896971	0.0673689519220192	0.0657488389157666	0.143862327639088
"gene-b0070"	"U00096.3"	19.2130399816124	18.1813296084218	13.7736797324693	20.108507777693	17.1540014372398	14.4459075602359	25.46464860268	2.71282688033254	1.88249956045191	1.36398340758694	1.29571005399956	1.05847426195223	0.626034128293166	0.743480509266328	0.628162224500445
"gene-b0071"	"U00096.3"	55.8594129886455	37.3605553481548	47.0441622281599	37.3777702606966	28.1457460560457	33.2403224695548	26.7922166687897	6.92884066960445	8.74035687009	3.57307932252535	3.09596315447521	4.1672627633678	2.15714050015653	2.33440927081128	2.09953535584174
"gene-b0072"	"U00096.3"	36.7855481499511	21.4457107639916	32.8211901336066	18.1292888629327	13.1509123182257	18.8033679159768	27.8155126848473	4.83640673954857	7.2772306348739	2.12397254392574	1.95275904059957	2.39169959478333	1.4408588689446	1.54249310312878	1.64009214636082
"gene-b0073"	"U00096.3"	34.5246179144825	20.7183459296823	34.14250110125	17.5654537630185	12.8993515333842	18.117737025261	33.9134829107384	5.89956134690306	8.57527959114968	2.70179537616442	2.34575060156296	3.80634470088858	1.75085243181951	1.42263147060598	1.61726550741524
"gene-b0074"	"U00096.3"	12.7993738410683	15.03587102967	13.1574887970693	8.29416617030334	8.10177304195406	10.1796442768985	21.8228430929416	3.36531960154997	3.3243742237861	1.26463815939655	1.21565192328666	1.34392893495904	1.00127747627612	1.12074165877028	0.785202780625556
"gene-b0075"	"U00096.3"	161.152448274176	98.4999564092084	74.4445308323213	114.419204121743	33.4163833531573	100.841305279511	31.8622324387457	22.1277827135606	24.6980114745978	5.96738111497377	9.41381686407206	5.08257326164139	5.21296303837969	8.67884673688119	1.52791713492549
"gene-b0076"	"U00096.3"	2.81842377068256	2.3541754803861	1.9495644484599	4.38854816003267	4.16222739431483	4.04029067385937	20.3161536173214	1.17096652929903	1.09478545866236	0.308187627076075	0.596218998956089	0.592697961304636	0.159974527103715	0.284702908828907	0.180855497603425
"gene-b4726"	"U00096.3"	0.586008902815185	0.178475397429993	1.26621196137086	0.69085090975027	1.40010852852238	0.265975248122403	44.0002257487441	0.336853385140818	0.196499954118885	0.281388702982503	0.645391699900921	0.655087220389334	0.19761559230459	0.192863260819582	0.421996161074658
"gene-b0077"	"U00096.3"	20.3574397108406	20.0156278317793	20.534654851797	18.3790371590433	16.6186794907222	17.3392733493362	27.2673862755985	4.61342679649381	4.37255115295849	1.94525233800948	2.06413101933529	2.43236733135866	1.27333177302349	1.49427100339346	1.46414320233729
"gene-b0078"	"U00096.3"	18.7415652150344	19.1806639006319	17.7192466545495	15.379857753038	13.2998114142304	16.7613060325917	33.4771365283466	4.09769819119471	5.84108095322905	1.62141661169796	2.20771185149035	2.13702233480667	0.957953633427736	1.21715533505041	1.35090234490363
"gene-b0080"	"U00096.3"	112.172599680668	132.569926923858	127.093663286851	123.480835591394	135.619467680689	117.509452532407	51.4430500047506	26.8929665241528	30.0292989585562	12.3601037742911	12.8249926753446	13.0919669865868	6.87525292032833	8.41977668503399	6.59447732306219
"gene-b0081"	"U00096.3"	266.021231013259	277.459252651706	244.097528108716	281.040859305664	292.042245312098	281.334014901236	81.4499458486193	55.580808548235	59.3930743675021	24.7456535858142	26.056108041098	27.8519109060956	12.1087985480753	16.0530302388064	10.6326483721752
"gene-b0082"	"U00096.3"	171.706207336023	160.8580568461	170.636175622318	169.586297046628	174.730104602517	172.456148539748	60.0526789500729	34.0339924955174	33.12651296587	14.208337215884	15.7422134698763	14.5099733051204	8.39236918274428	12.4654773195332	7.88218944172888
"gene-b0083"	"U00096.3"	122.461450633386	106.931632583159	129.163998846396	101.741953241665	107.049281463547	112.396343581562	47.5667285644438	22.6547706973804	25.2470227935534	8.40706411779691	11.3155151318694	10.229025859358	5.95276476819153	6.75811836068617	5.96674899880152
"gene-b0084"	"U00096.3"	83.9863183890388	68.2372956269055	77.5742930833065	64.3969227470613	53.6425281853111	72.009750325703	35.0026319529247	22.6046350555023	22.804336780639	8.62081348950639	12.3632505093075	10.9273886932516	6.99035800622432	9.58258629522083	4.93284137351277
"gene-b0085"	"U00096.3"	105.593842115135	123.898268588876	132.990548644385	112.114238464775	111.365487263647	104.188832326497	58.9528114254567	31.304953201746	34.7935654646997	11.3945405229911	12.3860556277356	12.2762816804816	7.06993686581642	9.66454908804579	7.59337850320831
"gene-b0086"	"U00096.3"	103.728750269836	124.773214103955	115.25883052346	95.0034380196315	85.6159079858505	93.1882152444752	50.6482853664106	27.9186762585254	33.0991810133367	12.6252216073275	12.091477609402	11.6339441236914	7.51855349529713	8.38508150516924	6.86093096316745
"gene-b0087"	"U00096.3"	107.064313532342	88.0338549677888	89.1785017115073	88.9475330589552	76.3688005654461	84.4231961387966	47.9276081639906	20.5891134158785	22.5430626034172	9.62255827789196	8.21131323447349	8.3201520927565	5.49327553677716	6.3869259919615	5.90911521948032
"gene-b0088"	"U00096.3"	127.513668431482	114.982469881863	138.086327222392	124.329558370889	117.501135360651	121.479196184015	52.3080385577958	24.1590633967167	28.3134501088612	11.6817975213123	10.8275851247615	12.5123151320377	7.2721637669263	8.04622009546844	6.84902653224815
"gene-b0089"	"U00096.3"	97.0586070722934	75.7402279961043	88.7111151249585	93.6444246414023	99.0655103253468	96.0875640355454	42.3745145965817	16.1080853689627	17.1949297200658	7.0279371238883	7.47876791523742	7.72687215374889	4.43563672847531	5.59768187125751	4.07251716892531
"gene-b0090"	"U00096.3"	105.489832968852	84.2769850701377	105.369464482055	99.3253430161463	110.443954251319	103.091557899353	53.1051413765273	21.0486054844312	21.7171086932796	8.4772298862004	9.99088106223027	9.00744928035335	5.83687627270438	8.83324569568338	6.31216167899594
"gene-b0091"	"U00096.3"	106.940669388743	106.165654855384	114.023416562065	103.994124445152	103.123847237988	117.150744195865	49.7337691672232	26.4039650364952	26.7371736351397	9.9429727669732	12.2585069828742	11.0712403201978	6.25983537818502	9.62552310858707	6.90890056393571
"gene-b0092"	"U00096.3"	139.888151279514	151.672113395759	151.842323641265	121.294967056838	123.752263587801	131.163917555346	58.9376892855961	34.7112600616605	37.9910579046463	12.3875189602884	13.8433366249106	13.6885489211648	7.00022660036616	10.3184985633929	7.73201435193795
"gene-b0093"	"U00096.3"	130.794225330501	116.682318041822	111.559216307783	122.355432423966	124.98080694136	124.888341686066	48.8714902119023	27.8907306433381	27.4851650625855	9.09688027151016	12.2391429587709	10.772282631312	6.21740031384295	8.40730640576337	5.50727841980104
"gene-b0094"	"U00096.3"	105.780870711259	112.534885094487	107.086643431376	109.835448794097	107.81595823557	107.701022384006	49.4581582116393	21.9274751063756	19.7223410006971	8.35142955763984	10.7938312565377	9.82630830584002	5.27366075900728	7.07088938420487	6.05930354797223
"gene-b0095"	"U00096.3"	399.577190282849	458.451705453083	454.665719514638	396.089654014399	409.352043163354	410.775913477167	150.04127906509	116.701276281794	118.598468401988	41.669709883073	52.7355608536229	50.4536576641004	25.6823076405223	36.5912835078402	27.9077929960702
"gene-b0096"	"U00096.3"	1339.95914789304	1717.11704795036	1485.17145789354	1394.14390892418	1568.48432516324	1343.52702908183	311.212925693459	311.903117251221	299.787650590297	118.693617115904	142.119048739947	116.299389698205	67.5283477429066	89.9934009677255	58.851915600853
"gene-b0097"	"U00096.3"	198.814657876158	191.798429290776	217.662576634482	261.396167904984	287.127519665022	273.277901864711	95.5196583668318	59.9539928465543	63.7590640601539	26.4850945877391	29.5634689200229	25.4564595291645	12.2556336631004	19.7431074891625	10.9941105122082
